bbl,address,building_area_sqft,year_built,year_alter1,year_alter2,last_known_alteration,owner_name,owner_type,latitude,longitude,landuse,community_district,council_district,districts,in_hells_kitchen,in_community_board_4,in_council_district_3,zola_url,has_financing_document,document_type,document_date,document_amount,finance_amount_per_gross_sqft,rentable_sqft,finance_amount_per_rentable_sqft,document_crfn,property_type,street_address
1010650012.00000000,423 WEST 55 STREET,263438,1915,2004,0,2004,"423 WEST 55TH STREET,",,40.7674233,-73.9879639,5,104,6,"Hell's Kitchen, Community Board 4",True,True,False,https://zola.planning.nyc.gov/l/lot/1/1065/12,False,,,,0.0,0.0,0.0,,,423 WEST 55 STREET
1008560009.00000000,11 EAST 26 STREET,217991,1913,1979,0,1979,11 MSN L.L.C,,40.7434397,-73.9872284,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/856/9,True,DEED,2021-12-23T00:00:00.000,148208299.67,679.88,276848.57,535.34,2022000008250,CR,11 EAST 26 STREET
1008510001.00000000,171 5 AVENUE,183449,1903,1990,0,1990,FLATIRON OWNER LLC,,40.7409916,-73.9896539,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/851/1,True,MTGE,2024-10-21T00:00:00.000,140000000,763.15,232980.23,600.91,2024000284248,OF,171 5 AVENUE
1006920041.00000000,510 WEST 21 STREET,124385,1928,1988,0,1988,"SM I MMS, L.L.C.",,40.7465857,-74.0061064,6,104,3,"Community Board 4, Council District 3",False,True,True,https://zola.planning.nyc.gov/l/lot/1/692/41,True,MTGE,2021-12-16T00:00:00.000,1706011000.00,13715.57,157968.95,10799.66,2022000008012,CR,510 WEST 21 STREET
1006920015.00000000,529 WEST 20 STREET,111329,1930,1988,1996,1996,EKA 529 WEST 20TH STREET LLC,,40.7466296,-74.0069004,5,104,3,"Community Board 4, Council District 3",False,True,True,https://zola.planning.nyc.gov/l/lot/1/692/15,True,MTGE,2025-05-29T00:00:00.000,195984.41,1.76,141387.83,1.39,2025000156898,OF,529 WEST 20 STREET
1006870029.00000000,85 10 AVENUE,553472,1914,2015,2017,2017,"85 TENTH AVENUE ASSOCIATES, L.L.C.",,40.7433852,-74.0079827,5,104,3,"Community Board 4, Council District 3",False,True,True,https://zola.planning.nyc.gov/l/lot/1/687/29,True,MTGE,2016-12-01T00:00:00.000,126000000,227.65,702909.44,179.25,2016000433952,CR,85 10 AVENUE
1006940047.00000000,524 WEST 23 STREET,141934,1931,1986,0,1986,"SM I MMS, L.L.C.",,40.7479910,-74.0056121,6,104,3,"Community Board 4, Council District 3",False,True,True,https://zola.planning.nyc.gov/l/lot/1/694/47,True,MTGE,2021-12-16T00:00:00.000,1706011000.00,12019.75,180256.18,9464.37,2022000008012,CR,524 WEST 23 STREET
1006970047.00000000,518 WEST 26 STREET,218019,1910,1983,0,1983,WEST CHELSEA BUILDING LLC,,40.7499865,-74.0043057,5,104,3,"Community Board 4, Council District 3",False,True,True,https://zola.planning.nyc.gov/l/lot/1/697/47,True,MTGE,2010-03-24T00:00:00.000,348209.25,1.6,276884.13,1.26,2010000111059,CR,518 WEST 26 STREET
1006960065.00000000,210 11 AVENUE,108081,1911,1989,2004,2004,"ONBAR,",,40.7498465,-74.0059046,5,104,3,"Community Board 4, Council District 3",False,True,True,https://zola.planning.nyc.gov/l/lot/1/696/65,True,MTGE,2018-09-14T00:00:00.000,1500000,13.88,137262.87,10.93,2018000315188,OF,210 11 AVENUE
1008570076.00000000,243 5 AVENUE,258639,1927,2011,2011,2011,245 FIFTH OWNER LLC,,40.7443646,-73.9870767,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/857/76,True,MTGE,2016-02-12T00:00:00.000,10000000.01,38.66,328471.53,30.44,2016000073930,OF,243 5 AVENUE
1008500001.00000000,149 5 AVENUE,173159,1918,1987,2013,2013,149 5 AVE CORP,,40.7402066,-73.9899897,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/850/1,True,MTGE,2003-01-24T00:00:00.000,7000000,40.43,219911.93,31.83,2003000043472,OT,149 5 AVENUE
1007610053.00000000,330 WEST 38 STREET,180064,1928,1989,0,1989,HUDSON 38 HOLDINGS LLC,,40.7552563,-73.9934994,5,104,3,"Hell's Kitchen, Community Board 4, Council District 3",True,True,True,https://zola.planning.nyc.gov/l/lot/1/761/53,True,MTGE,2015-05-29T00:00:00.000,10127736.74,56.25,228681.28,44.29,2015000235590,OF,330 WEST 38 STREET
1007590045.00000000,519 8 AVENUE,330291,1927,0,0,0,KAUFMAN 8TH AVENUE ASSOC,,40.7534118,-73.9930231,5,104,3,"Hell's Kitchen, Community Board 4, Council District 3",True,True,True,https://zola.planning.nyc.gov/l/lot/1/759/45,True,MTGE,2022-06-29T00:00:00.000,8962568.66,27.14,419469.57,21.37,2022000284662,CR,519 8 AVENUE
1007610033.00000000,545 8 AVENUE,166874,1927,1986,0,1986,545 EIGHTH AVE ASSOC.,,40.7544987,-73.9921820,5,104,3,"Hell's Kitchen, Community Board 4, Council District 3",True,True,True,https://zola.planning.nyc.gov/l/lot/1/761/33,True,MTGE,2017-12-20T00:00:00.000,19067715.34,114.26,211929.98,89.97,2018000015279,OF,545 8 AVENUE
1007600032.00000000,307 WEST 36 STREET,232458,1926,0,0,0,37TH ARCADE CO,,40.7540376,-73.9929076,5,104,3,"Hell's Kitchen, Community Board 4, Council District 3",True,True,True,https://zola.planning.nyc.gov/l/lot/1/760/32,True,MTGE,2012-05-31T00:00:00.000,3634096.15,15.63,295221.66,12.31,2012000238194,AP,307 WEST 36 STREET
1007610037.00000000,555 8 AVENUE,162260,1927,1984,0,1984,SLOYER FORMAN INC,,40.7546798,-73.9921387,5,104,3,"Hell's Kitchen, Community Board 4, Council District 3",True,True,True,https://zola.planning.nyc.gov/l/lot/1/761/37,False,,,,0.0,0.0,0.0,,,555 8 AVENUE
1007580082.00000000,440 9 AVENUE,342596,1927,1999,0,1999,440 NINTH AVENUE OWNER LLC,,40.7536727,-73.9954919,5,104,3,"Hell's Kitchen, Community Board 4, Council District 3",True,True,True,https://zola.planning.nyc.gov/l/lot/1/758/82,True,MTGE,2018-12-06T00:00:00.000,54800000,159.96,435096.92,125.95,2018000408789,CR,440 9 AVENUE
1007600063.00000000,336 WEST 37 STREET,122817,1928,0,0,0,IGS REALTY CO,,40.7546717,-73.9940373,5,104,3,"Hell's Kitchen, Community Board 4, Council District 3",True,True,True,https://zola.planning.nyc.gov/l/lot/1/760/63,True,MTGE,2020-12-23T00:00:00.000,12670000.00,103.16,155977.59,81.23,2021000003753,CR,336 WEST 37 STREET
1007590029.00000000,319 WEST 35 STREET,117188,1900,1987,0,1987,H 317-319 LLC,,40.7534091,-73.9937161,5,104,3,"Hell's Kitchen, Community Board 4, Council District 3",True,True,True,https://zola.planning.nyc.gov/l/lot/1/759/29,True,MTGE,2023-04-26T00:00:00.000,20000000,170.67,148828.76,134.38,2023000108944,AP,319 WEST 35 STREET
1006020068.00000000,435 HUDSON STREET,245330,1936,2017,2012,2017,NEW REMAINDERMAN 435 HUDSON LLC,,40.7306249,-74.0071765,5,102,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/602/68,True,DEED,2019-04-16T00:00:00.000,10.00,0.0,311569.1,0.0,2019000155936,CR,435 HUDSON STREET
1006020036.00000000,611 WASHINGTON STREET,108764,1925,1985,0,1985,MORTON WEST LLC,,40.7309322,-74.0084863,5,102,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/602/36,True,MTGE,2015-07-29T00:00:00.000,3115016.29,28.64,138130.28,22.55,2015000283369,OF,611 WASHINGTON STREET
1006030028.00000000,617 WASHINGTON STREET,154328,1911,2014,2017,2017,95 MORTON GORP PROPERTY LLC,,40.7314866,-74.0085585,5,102,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/603/28,True,MTGE,2022-06-28T00:00:00.000,60000000.00,388.78,195996.56,306.13,2022000275864,CR,617 WASHINGTON STREET
1007100029.00000000,501 10 AVENUE,203400,1930,2006,2006,2006,500 LINCOLN OWNER LLC,,40.7576279,-73.9974950,6,104,3,"Hell's Kitchen, Community Board 4, Council District 3",True,True,True,https://zola.planning.nyc.gov/l/lot/1/710/29,True,MTGE,2010-12-10T00:00:00.000,93782886.18,461.08,258318.0,363.05,2011000011686,CR,501 10 AVENUE
1010710023.00000000,515 WEST 42 STREET,122050,1962,1987,0,1987,R.BORN ASSOC.,,40.7602875,-73.9959535,5,104,3,"Hell's Kitchen, Community Board 4, Council District 3",True,True,True,https://zola.planning.nyc.gov/l/lot/1/1071/23,False,,,,0.0,0.0,0.0,,,515 WEST 42 STREET
1010910001.00000000,571 11 AVENUE,783307,1962,0,0,0,NUBEE CORP,,40.7623077,-73.9987979,6,104,3,"Hell's Kitchen, Community Board 4, Council District 3",True,True,True,https://zola.planning.nyc.gov/l/lot/1/1091/1,False,,,,0.0,0.0,0.0,,,571 11 AVENUE
1010920007.00000000,633 WEST 44 STREET,211175,1950,2015,0,2015,"SM I MMS, L.L.C.",,40.7631559,-73.9988918,6,104,3,"Hell's Kitchen, Community Board 4, Council District 3",True,True,True,https://zola.planning.nyc.gov/l/lot/1/1092/7,True,MTGE,2021-12-16T00:00:00.000,1706011000.00,8078.66,268192.25,6361.15,2022000008012,CR,633 WEST 44 STREET
