bbl,address,building_area_sqft,year_built,year_alter1,year_alter2,last_known_alteration,num_floors,rentable_sqft,avg_rentable_sqft_per_floor,owner_name,owner_type,latitude,longitude,landuse,community_district,council_district,districts,in_hells_kitchen,in_community_board_4,in_council_district_3,zola_url,has_financing_document,document_type,document_date,document_amount,finance_amount_per_gross_sqft,finance_amount_per_rentable_sqft,document_crfn,property_type,street_address
1010200046.00000000,1601 BROADWAY,843131,1987,2005,0,2005,46,1070776.37,23277.75,EGL 1605 OWNER LLC,,40.7606188,-73.9850774,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/1020/46,True,DEED,2024-07-23T00:00:00.000,53285772,63.2,49.76,2024000212565,OF,1601 BROADWAY
1010230018.00000000,1651 BROADWAY,325216,1929,2012,2012,2012,26,413024.32,15885.55,"M&C NEW YORK TIMES SQUARE EAT II, LLC",,40.7625179,-73.9837485,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/1023/18,True,MTGE,2018-03-09T00:00:00.000,15047295.83,46.27,36.43,2018000088075,CR,1651 BROADWAY
1010480033.00000000,4 COLUMBUS CIRCLE,102720,1987,0,0,0,8,130454.4,16306.8,"GLL BVK COLUMBUS CIRCLE, LLC",,40.7673568,-73.9829062,5,104,6,"Hell's Kitchen, Community Board 4",True,True,False,https://zola.planning.nyc.gov/l/lot/1/1048/33,True,MTGE,2011-11-21T00:00:00.000,5620539.77,54.72,43.08,2011000446215,OF,4 COLUMBUS CIRCLE
1010350001.00000000,630 9 AVENUE,236280,1929,2016,0,2016,13,300075.6,23082.74,"GSH ASSOCIATES, LLC",,40.7599140,-73.9911635,5,104,3,"Hell's Kitchen, Community Board 4, Council District 3",True,True,True,https://zola.planning.nyc.gov/l/lot/1/1035/1,True,MTGE,2017-09-28T00:00:00.000,46254123.57,195.76,154.14,2017000398632,OF,630 9 AVENUE
1006970042.00000000,508 WEST 26 STREET,146416,1927,2004,0,2004,9,185948.32,20660.92,WEST CHELSEA BUILDING LLC,,40.7497532,-74.0037499,5,104,3,"Community Board 4, Council District 3",False,True,True,https://zola.planning.nyc.gov/l/lot/1/697/42,True,MTGE,2010-03-24T00:00:00.000,348209.25,2.38,1.87,2010000111059,CR,508 WEST 26 STREET
1006700070.00000000,231 11 AVENUE,217350,1913,2014,0,2014,9,276034.5,30670.5,BULGROUP COLORADO LLC,,40.7509333,-74.0064497,6,104,3,"Community Board 4, Council District 3",False,True,True,https://zola.planning.nyc.gov/l/lot/1/670/70,True,MTGE,2015-10-13T00:00:00.000,3499999,16.1,12.68,2015000386325,CR,231 11 AVENUE
1008560058.00000000,60 MADISON AVENUE,169360,1910,2015,2017,2017,12,215087.2,17206.98,MADISON SIXTY OWNER LLC,,40.7432227,-73.9866294,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/856/58,True,MTGE,2016-09-12T00:00:00.000,33500000,197.8,155.75,2016000334473,CR,60 MADISON AVENUE
1008290068.00000000,44 WEST 28 STREET,141830,1911,1990,0,1990,16,180124.1,11257.76,"44 W. 28 PENN PLAZA PROPERTIES, LLC",,40.7455863,-73.9900249,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/829/68,True,MTGE,2019-08-27T00:00:00.000,11129816.95,78.47,61.79,2019000285811,CR,44 WEST 28 STREET
1008230024.00000000,19 WEST 21 STREET,113284,1908,0,0,0,12,143870.68,11989.22,FIFTH PARTNERS LLC,,40.7410302,-73.9917650,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/823/24,True,MTGE,2016-10-13T00:00:00.000,18318020.11,161.7,127.32,2016000378643,OF,19 WEST 21 STREET
1008120019.00000000,135 WEST 36 STREET,108214,1925,0,0,0,22,137431.78,6246.9,HOWARD WAREHOUSE INC.,,40.7519073,-73.9883349,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/812/19,True,MTGE,2018-10-31T00:00:00.000,7700000,71.16,56.03,2018000368474,OF,135 WEST 36 STREET
1008120016.00000000,141 WEST 36 STREET,165000,1911,1965,0,1965,22,209550.0,9525.0,"BRAUSE, JACK",,40.7520144,-73.9885045,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/812/16,False,,,,0.0,0.0,,,141 WEST 36 STREET
1007840060.00000000,224 WEST 35 STREET,143448,1924,0,0,0,17,182178.96,10716.41,PROFILE ENTERPRISES 2 LLC,,40.7519021,-73.9912945,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/784/60,True,MTGE,2019-06-12T00:00:00.000,25000000.00,174.28,137.23,2019000191569,CR,224 WEST 35 STREET
1007850029.00000000,213 WEST 35 STREET,163681,1921,0,0,0,13,207874.87,15990.37,"213 WEST 35TH ST. ASSOCIATES, L.P.",,40.7521353,-73.9906809,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/785/29,True,MTGE,2019-01-24T00:00:00.000,15000000.00,91.64,72.16,2019000033507,OF,213 WEST 35 STREET
1008110056.00000000,142 WEST 36 STREET,101203,1922,0,0,0,16,128527.81,8032.99,"142 WEST 36TH STREET PROPERTY, INC.",,40.7516796,-73.9888366,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/811/56,True,DEED,2019-05-30T00:00:00.000,81500000.00,805.31,634.1,2019000185970,CR,142 WEST 36 STREET
1007840041.00000000,450 7 AVENUE,491253,1930,1987,0,1987,46,623891.31,13562.85,450 7TH AVE ASSCTS,P,40.7514629,-73.9907531,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/784/41,True,MTGE,,2000000,4.07,3.21,,PA,450 7 AVENUE
1007870059.00000000,230 WEST 38 STREET,137887,1923,1987,0,1987,17,175116.49,10300.97,JLJ BRICKEN LLC,,40.7538014,-73.9900273,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/787/59,True,MTGE,2013-12-05T00:00:00.000,25000000,181.31,142.76,2013000520932,OF,230 WEST 38 STREET
1007870001.00000000,540 8 AVENUE,225858,1925,0,0,0,23,286839.66,12471.29,265 W 37 OWNER LLC,,40.7541446,-73.9916262,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/787/1,True,MTGE,2021-01-14T00:00:00.000,20000000,88.55,69.73,2021000060008,OF,540 8 AVENUE
1007870084.00000000,554 8 AVENUE,255696,1924,1972,0,1972,21,324733.92,15463.52,270 REALTY LLC,,40.7543696,-73.9913952,6,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/787/84,True,MTGE,2023-08-18T00:00:00.000,20000000,78.22,61.59,2023000219860,IB,554 8 AVENUE
1007880019.00000000,247 WEST 38 STREET,130010,1924,1967,0,1967,17,165112.7,9712.51,247 WEST 38 LLC,,40.7544354,-73.9903918,6,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/788/19,True,MTGE,2018-05-25T00:00:00.000,2000000,15.38,12.11,2018000181384,CR,247 WEST 38 STREET
1007880011.00000000,263 WEST 38 STREET,146377,1925,0,0,0,17,185898.79,10935.22,263 WEST 38TH STREET ASSOCIATES LLC,,40.7546331,-73.9908574,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/788/11,True,MTGE,2020-03-12T00:00:00.000,7000000.00,47.82,37.65,2020000099875,CR,263 WEST 38 STREET
1007880073.00000000,250 WEST 39 STREET,181921,1926,0,0,0,17,231039.67,13590.57,"250 WEST 39TH STREET, INC.",,40.7547236,-73.9903232,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/788/73,True,DEED,2015-12-01T00:00:00.000,123500000,678.87,534.54,2015000450989,CR,250 WEST 39 STREET
1007890009.00000000,257 WEST 39 STREET,177975,1925,0,0,0,16,226028.25,14126.77,BERDAR EQUITIES LLC,,40.7552369,-73.9903736,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/789/9,True,MTGE,2008-09-08T00:00:00.000,8000000,44.95,35.39,2008000371014,AP,257 WEST 39 STREET
1007880078.00000000,260 WEST 39 STREET,154516,1926,0,0,0,18,196235.32,10901.96,WEST 39-260 REALTY,,40.7548746,-73.9906805,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/788/78,True,MTGE,2019-08-20T00:00:00.000,13564118.42,87.78,69.12,2019000277556,CR,260 WEST 39 STREET
1007890014.00000000,251 WEST 39 STREET,108025,1925,0,0,0,17,137191.75,8070.1,"UNG 1 REALTY, LLC",,40.7551024,-73.9900524,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/789/14,True,MTGE,2020-09-11T00:00:00.000,500000.00,4.63,3.64,2020000270414,CR,251 WEST 39 STREET
1007890021.00000000,231 WEST 39 STREET,218558,1911,1989,0,1989,12,277568.66,23130.72,"JORDAN SCHUR PROPERTIES,",,40.7549239,-73.9896337,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/789/21,False,,,,0.0,0.0,,,231 WEST 39 STREET
1007890062.00000000,240 WEST 40 STREET,137199,1923,0,0,0,12,174242.73,14520.23,240 W 40 LLC,,40.7552149,-73.9895687,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/789/62,True,MTGE,2018-07-11T00:00:00.000,6595590.61,48.07,37.85,2018000233663,CR,240 WEST 40 STREET
1007890036.00000000,550 7 AVENUE,225981,1924,0,0,0,23,286995.87,12478.08,"550 ADLER REALTY RL, LLC",,40.7544600,-73.9885149,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/789/36,True,MTGE,2021-12-29T00:00:00.000,15009000.00,66.42,52.3,2022000021745,OF,550 7 AVENUE
1008140001.00000000,525 7 AVENUE,411074,1925,0,0,0,22,522063.98,23730.18,525 DELAWARE LLC,,40.7535020,-73.9881938,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/814/1,True,MTGE,2007-01-18T00:00:00.000,101039387.96,245.79,193.54,2007000079323,OF,525 7 AVENUE
1007890052.00000000,218 WEST 40 STREET,146486,1923,1985,0,1985,12,186037.22,15503.1,218 W 40TH ASSOCIATES LLC,,40.7549980,-73.9890562,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/789/52,True,MTGE,2014-09-16T00:00:00.000,1150598.35,7.85,6.18,2014000330350,CR,218 WEST 40 STREET
1009930055.00000000,1441 BROADWAY,494868,1929,2017,0,2017,33,628482.36,19044.92,LECHAR 1441 LLC,,40.7549978,-73.9871685,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/993/55,True,MTGE,2021-08-13T00:00:00.000,56000000.00,113.16,89.1,2021000361352,OF,1441 BROADWAY
1007890030.00000000,205 WEST 39 STREET,229162,1922,1952,0,1952,16,291035.74,18189.73,205 WEST 39TH ST COMPANY,,40.7547098,-73.9888216,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/789/30,True,MTGE,2013-12-13T00:00:00.000,4000000,17.45,13.74,2013000522175,CR,205 WEST 39 STREET
1010130042.00000000,221 WEST 41 STREET,235300,1921,1999,2019,2019,25,298831.0,11953.24,YS 220W42 OWNER LLC,,40.7561726,-73.9881573,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/1013/42,True,MTGE,2022-09-09T00:00:00.000,60000000.00,254.99,200.78,2022000363387,CR,221 WEST 41 STREET
1010120015.00000000,230 WEST 41 STREET,268420,1923,0,0,0,20,340893.4,17044.67,"230 WEST 41ST STREET, LLC",,40.7555442,-73.9889190,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/1012/15,True,MTGE,2024-05-13T00:00:00.000,13353381.34,49.75,39.17,2024000136422,CR,230 WEST 41 STREET
1010140055.00000000,250 WEST 43 STREET,238818,1929,2016,0,2016,22,303298.86,13786.31,250 WEST 43 OWNER LLC,,40.7573282,-73.9885000,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/1014/55,True,DEED,2015-01-22T00:00:00.000,191850000,803.33,632.54,2015000035391,CR,250 WEST 43 STREET
1007830070.00000000,250 WEST 34 STREET,2689635,1972,0,0,0,57,3415836.45,59926.96,KORPENN LLC,,40.7512626,-73.9923737,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/783/70,True,MTGE,2008-09-04T00:00:00.000,261692.49,0.1,0.08,2008000375021,OT,250 WEST 34 STREET
1007800036.00000000,370 7 AVENUE,332383,1921,0,0,0,17,422126.41,24830.97,"370 SEVENTH AVENUE FEE OWNER, LLC",,40.7489104,-73.9925544,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/780/36,True,MTGE,2025-05-23T00:00:00.000,1500000,4.51,3.55,2025000150229,CR,370 7 AVENUE
1008060076.00000000,371 7 AVENUE,473391,1929,1988,0,1988,28,601206.57,21471.66,CYH MANHATTAN LLC,,40.7487045,-73.9916630,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/806/76,True,MTGE,2016-12-20T00:00:00.000,18750000,39.61,31.19,2016000454678,CR,371 7 AVENUE
1008060058.00000000,128 WEST 31 STREET,384655,1925,1989,0,1989,17,488511.85,28735.99,VBGO PENN PLAZA FEE LLC,,40.7481884,-73.9907716,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/806/58,True,DEED,2018-01-11T00:00:00.000,31000000,80.59,63.46,2018000028097,CR,128 WEST 31 STREET
1005810063.00000000,225 VARICK STREET,299592,1926,2015,2010,2015,12,380481.84,31706.82,NEW REMAINDERMAN 225 VARICK LLC,,40.7290028,-74.0056574,5,102,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/581/63,True,DEED,2019-04-16T00:00:00.000,10.00,0.0,0.0,2019000155939,CR,225 VARICK STREET
1010160036.00000000,1515 BROADWAY,1721814,1970,1990,2013,2013,54,2186703.78,40494.51,1515 BROADWAY OWNER LLC,,40.7579291,-73.9864388,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/1016/36,True,MTGE,2013-02-14T00:00:00.000,130852585.65,76.0,59.84,2013000116613,OF,1515 BROADWAY
1007840019.00000000,225 WEST 34 STREET,461386,1924,1925,0,1925,22,585960.22,26634.56,14 SO. WILLIAMSPORT HOLDINGS LLC,,40.7518637,-73.9917095,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/784/19,True,MTGE,2014-03-21T00:00:00.000,130000000,281.76,221.86,2014000106722,OF,225 WEST 34 STREET
1007860023.00000000,229 WEST 36 STREET,130000,1921,1964,2008,2008,12,165100.0,13758.33,CA 36TH STREET HOLDINGS LLC,,40.7530137,-73.9908612,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/786/23,True,DEED,2025-05-22T00:00:00.000,19250000,148.08,116.6,2025000148595,CR,229 WEST 36 STREET
1007860001.00000000,520 8 AVENUE,754487,1926,1962,0,1962,24,958198.49,39924.94,NEW 520 GSH LLC,,40.7535737,-73.9918826,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/786/1,True,MTGE,2022-04-11T00:00:00.000,2623855.45,3.48,2.74,2022000181663,OF,520 8 AVENUE
1007870044.00000000,512 7 AVENUE,553748,1930,1985,2000,2000,45,703259.96,15628.0,500 SEVENTH AVENUE,,40.7534500,-73.9892766,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/787/44,True,MTGE,2018-05-30T00:00:00.000,483026980,872.29,686.84,2018000203292,CR,512 7 AVENUE
1007840068.00000000,248 WEST 35 STREET,133948,1925,0,0,0,16,170113.96,10632.12,248 WEST 35TH STREET LLC,,40.7522562,-73.9921282,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/784/68,True,MTGE,2017-07-18T00:00:00.000,14224451.74,106.19,83.62,2017000267664,CR,248 WEST 35 STREET
1007870011.00000000,247 WEST 37 STREET,214130,1924,0,0,0,18,271945.1,15108.06,"247 WEST 37TH ST. ASSOCIATES,",,40.7539771,-73.9912220,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/787/11,False,,,,0.0,0.0,,,247 WEST 37 STREET
1007840071.00000000,254 WEST 35 STREET,106642,1924,0,0,0,16,135435.34,8464.71,CS MIDTOWN 35 LLC,,40.7523551,-73.9923664,6,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/784/71,True,MTGE,2024-11-20T00:00:00.000,5122217.08,48.03,37.82,2024000313072,CR,254 WEST 35 STREET
1007850025.00000000,225 WEST 35 STREET,106810,1924,1987,0,1987,16,135648.7,8478.04,225 W.35TH ST.ASSOC.,,40.7522781,-73.9910273,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/785/25,True,MTGE,2021-11-04T00:00:00.000,3000000.00,28.09,22.12,2021000456665,CR,225 WEST 35 STREET
1007860068.00000000,240 WEST 37 STREET,130766,1904,1929,0,1929,10,166072.82,16607.28,FPP TIC LLC,,40.7534117,-73.9910488,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/786/68,True,MTGE,2021-04-14T00:00:00.000,24938458.16,190.71,150.17,2021000155002,CR,240 WEST 37 STREET
1008130016.00000000,1375 BROADWAY,464951,1927,0,0,0,27,590487.77,21869.92,1375 OWNER LLC,,40.7525660,-73.9878944,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/813/16,True,DEED,2024-12-19T00:00:00.000,170403750,366.5,288.58,2024000339887,OF,1375 BROADWAY
1008130001.00000000,501 7 AVENUE,433330,1923,1989,0,1989,17,550329.1,32372.3,"ESRT 501 SEVENTH AVENUE, L.L.C.",,40.7528543,-73.9885657,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/813/1,True,DEED,2013-10-07T00:00:00.000,95555929,220.52,173.63,2013000426358,OF,501 7 AVENUE
1008120063.00000000,134 WEST 37 STREET,120000,1914,1988,0,1988,12,152400.0,12700.0,134 WEST 37TH STREET,,40.7523465,-73.9885333,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/812/63,False,,,,0.0,0.0,,,134 WEST 37 STREET
1008120006.00000000,491 7 AVENUE,180704,1925,1986,0,1986,25,229494.08,9179.76,499 FASHION TOWER LLC,,40.7525881,-73.9891071,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/812/6,True,MTGE,2004-11-01T00:00:00.000,7275317.68,40.26,31.7,2005000055318,AP,491 7 AVENUE
1007860076.00000000,252 WEST 37 STREET,139629,1924,0,0,0,17,177328.83,10431.11,SHEVA 7 LLC,,40.7535737,-73.9914386,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/786/76,True,MTGE,2013-12-31T00:00:00.000,9493606.59,67.99,53.54,2014000020456,CR,252 WEST 37 STREET
1007850007.00000000,261 WEST 35 STREET,114368,1924,1989,0,1989,16,145247.36,9077.96,35TH ST OWNERS CORP,,40.7527997,-73.9922761,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/785/7,True,MTGE,2016-10-21T00:00:00.000,7000000,61.21,48.19,2016000389453,CR,261 WEST 35 STREET
1007850001.00000000,500 8 AVENUE,243350,1922,1965,0,1965,12,309054.5,25754.54,500 EIGHTH AVENUE LIMITED LIABILITY COMP ANY,P,40.7530111,-73.9924349,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/785/1,True,MTGE,2018-05-21T00:00:00.000,10000000,41.09,32.36,2018000174996,OF,500 8 AVENUE
1007870040.00000000,500 7 AVENUE,606078,1921,1972,2000,2000,17,769719.06,45277.59,500 SEVENTH AVENUE,,40.7534308,-73.9896953,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/787/40,True,MTGE,2018-05-30T00:00:00.000,483026980,796.97,627.54,2018000203292,CR,500 7 AVENUE
1007860051.00000000,498 7 AVENUE,803800,1920,1998,0,1998,24,1020826.0,42534.42,498 SEVENTH LLC,,40.7528489,-73.9900275,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/786/51,True,MTGE,2020-05-01T00:00:00.000,218313088.85,271.6,213.86,2020000141781,CR,498 7 AVENUE
1007850011.00000000,253 WEST 35 STREET,132118,1924,0,0,0,16,167789.86,10486.87,BALBO REALTY LLC,,40.7526871,-73.9920090,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/785/11,True,MTGE,,14062.26,0.11,0.08,,PA,253 WEST 35 STREET
1007860013.00000000,255 WEST 36 STREET,112578,1923,0,0,0,14,142974.06,10212.43,MANCHESTER WEST 36 LLC,,40.7532662,-73.9914675,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/786/13,True,MTGE,2022-03-14T00:00:00.000,2577000.74,22.89,18.02,2022000118735,CR,255 WEST 36 STREET
1007850067.00000000,242 WEST 36 STREET,152667,1922,1962,0,1962,13,193887.09,14914.39,KAUFMAN WALES ASSOC,,40.7528216,-73.9915723,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/785/67,True,MTGE,2025-05-20T00:00:00.000,1746517.93,11.44,9.01,2025000143218,CR,242 WEST 36 STREET
1007870025.00000000,225 WEST 37 STREET,163103,1923,0,0,0,16,207140.81,12946.3,JLJ BRICKEN LLC,,40.7536449,-73.9904244,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/787/25,True,MTGE,2013-12-05T00:00:00.000,25000000,153.28,120.69,2013000520932,OF,225 WEST 37 STREET
1007840077.00000000,494 8 AVENUE,111274,1928,1965,0,1965,23,141317.98,6144.26,494 EIGHTH AVENUE LLC,,40.7525966,-73.9927634,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/784/77,True,MTGE,2020-03-13T00:00:00.000,18000000.00,161.76,127.37,2020000100860,CR,494 8 AVENUE
1008120022.00000000,1359 BROADWAY,397978,1924,0,0,0,21,505432.06,24068.19,"ESRT 1359 BROADWAY, L.L.C.",,40.7518551,-73.9879595,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/812/22,True,DEED,2013-10-07T00:00:00.000,160317129,402.83,317.19,2013000432784,OF,1359 BROADWAY
1008110051.00000000,132 WEST 36 STREET,187350,1922,0,0,0,12,237934.5,19827.88,KAUFMAN ARCADE OWNER LLC,,40.7514600,-73.9886886,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/811/51,True,MTGE,2021-03-30T00:00:00.000,2000000.00,10.68,8.41,2022000152474,CR,132 WEST 36 STREET
1008130055.00000000,1385 BROADWAY,438643,1926,0,0,0,23,557076.61,24220.72,"B. BROS. BROADWAY REALTY, LLC",,40.7528624,-73.9878366,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/813/55,True,MTGE,2015-12-23T00:00:00.000,5949371.37,13.56,10.68,2015000461211,OF,1385 BROADWAY
1008110001.00000000,463 7 AVENUE,408511,1925,0,0,0,22,518808.97,23582.23,"ARSENAL COMPANY,",,40.7516494,-73.9895332,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/811/1,True,MTGE,2020-03-17T00:00:00.000,10000000.00,24.48,19.27,2020000113530,OF,463 7 AVENUE
1008100001.00000000,441 7 AVENUE,2192088,1930,2013,0,2013,19,2783951.76,146523.78,MACY'S EAST INC,,40.7508122,-73.9891038,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/810/1,True,MTGE,,357465253,163.07,128.4,,PA,441 7 AVENUE
1007080031.00000000,469 10 AVENUE,241508,1915,2023,0,2023,14,306715.16,21908.23,530 ADLER REALTY,,40.7562419,-73.9985057,5,104,3,"Hell's Kitchen, Community Board 4, Council District 3",True,True,True,https://zola.planning.nyc.gov/l/lot/1/708/31,True,MTGE,2021-07-02T00:00:00.000,3338677,13.82,10.89,2021000281926,CR,469 10 AVENUE
1007600043.00000000,531 8 AVENUE,137003,1927,1998,0,1998,20,173993.81,8699.69,535 EIGHTH AVENUE LLC,,40.7540019,-73.9925466,5,104,3,"Hell's Kitchen, Community Board 4, Council District 3",True,True,True,https://zola.planning.nyc.gov/l/lot/1/760/43,True,MTGE,2012-08-01T00:00:00.000,13119785.5,95.76,75.4,2012000322328,OF,531 8 AVENUE
1007590037.00000000,501 8 AVENUE,266912,1930,0,0,0,25,338978.24,13559.13,505 8TH CORP,,40.7531840,-73.9932325,5,104,3,"Hell's Kitchen, Community Board 4, Council District 3",True,True,True,https://zola.planning.nyc.gov/l/lot/1/759/37,True,MTGE,,3820000,14.31,11.27,,PA,501 8 AVENUE
1007600055.00000000,320 WEST 37 STREET,100244,1927,1989,0,1989,15,127309.88,8487.33,320 W 37 LLC,,40.7543890,-73.9933623,5,104,3,"Hell's Kitchen, Community Board 4, Council District 3",True,True,True,https://zola.planning.nyc.gov/l/lot/1/760/55,True,MTGE,2016-03-24T00:00:00.000,41700000,415.98,327.55,2016000108595,CR,320 WEST 37 STREET
1007600021.00000000,329 WEST 36 STREET,115763,1924,0,0,0,12,147019.01,12251.58,327 W 36 STREET LLC,,40.7542271,-73.9937269,6,104,3,"Hell's Kitchen, Community Board 4, Council District 3",True,True,True,https://zola.planning.nyc.gov/l/lot/1/760/21,True,MTGE,2015-07-02T00:00:00.000,2407986.12,20.8,16.38,2015000282470,CR,329 WEST 36 STREET
1007580037.00000000,481 8 AVENUE,1300727,1929,1990,2015,2015,42,1651923.29,39331.51,THE HOLY SPIRIT ASSOCIATION FOR THE UNIF ICATION OF WORLD CHRISTIANITY,,40.7527229,-73.9936440,5,104,3,"Hell's Kitchen, Community Board 4, Council District 3",True,True,True,https://zola.planning.nyc.gov/l/lot/1/758/37,True,DEED,2021-09-15T00:00:00.000,400000000.00,307.52,242.14,2023000239720,RS,481 8 AVENUE
1007570031.00000000,461 8 AVENUE,611625,1917,1983,0,1983,24,776763.75,32365.16,5 PENN PLAZA LLC,,40.7519874,-73.9940664,5,104,3,"Community Board 4, Council District 3",False,True,True,https://zola.planning.nyc.gov/l/lot/1/757/31,True,MTGE,2007-04-02T00:00:00.000,111085492.72,181.62,143.01,2007000180511,OF,461 8 AVENUE
1007280060.00000000,442 WEST 31 STREET,112146,1918,1999,2016,2016,12,142425.42,11868.79,450 WEST 31ST OWNRSCP,,40.7521440,-73.9998592,5,104,3,"Community Board 4, Council District 3",False,True,True,https://zola.planning.nyc.gov/l/lot/1/728/60,True,MTGE,2022-09-28T00:00:00.000,2099000.00,18.72,14.74,2022000386559,CR,442 WEST 31 STREET
1007750058.00000000,226 WEST 26 STREET,103873,1928,1983,0,1983,10,131918.71,13191.87,"226 WEST 26TH STREET,    .",,40.7463552,-73.9956873,5,104,3,"Community Board 4, Council District 3",False,True,True,https://zola.planning.nyc.gov/l/lot/1/775/58,True,MTGE,2017-06-02T00:00:00.000,5018150.99,48.31,38.04,2017000216836,CR,226 WEST 26 STREET
1005960092.00000000,319 SPRING STREET,479500,1949,1990,0,1990,3,608965.0,202988.33,UNITED PARCEL SERVICE INC,,40.7274738,-74.0092435,6,102,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/596/92,True,MTGE,,10000000,20.86,16.42,,PA,319 SPRING STREET
