bbl,address,building_area_sqft,year_built,owner_name,owner_type,latitude,longitude,landuse,community_district,council_district,districts,in_hells_kitchen,in_community_board_4,in_council_district_3,zola_url,has_financing_document,document_type,document_category,document_date,document_amount,document_crfn,document_party,document_id,property_type,street_address
1007610037.00000000,555 8 AVENUE,162260,1927,SLOYER FORMAN INC,,40.7546798,-73.9921387,5,104,3,"Hell's Kitchen, Community Board 4, Council District 3",True,True,True,https://zola.planning.nyc.gov/l/lot/1/761/37,False,,Unknown,,,,,,,555 8 AVENUE
1007580082.00000000,440 9 AVENUE,342596,1927,440 NINTH AVENUE OWNER LLC,,40.7536727,-73.9954919,5,104,3,"Hell's Kitchen, Community Board 4, Council District 3",True,True,True,https://zola.planning.nyc.gov/l/lot/1/758/82,True,MTGE,Mortgage,,12000000,,Document ID: FT_1810000195181,FT_1810000195181,PA,440 9 AVENUE
1007600063.00000000,336 WEST 37 STREET,122817,1928,IGS REALTY CO,,40.7546717,-73.9940373,5,104,3,"Hell's Kitchen, Community Board 4, Council District 3",True,True,True,https://zola.planning.nyc.gov/l/lot/1/760/63,True,MTGE,Mortgage,,4000000,,Document ID: FT_1350006168635,FT_1350006168635,PA,336 WEST 37 STREET
1007590029.00000000,319 WEST 35 STREET,117188,1900,H 317-319 LLC,,40.7534091,-73.9937161,5,104,3,"Hell's Kitchen, Community Board 4, Council District 3",True,True,True,https://zola.planning.nyc.gov/l/lot/1/759/29,True,MTGE,Mortgage,,465000,,Document ID: FT_1040000019704,FT_1040000019704,PA,319 WEST 35 STREET
1006020068.00000000,435 HUDSON STREET,245330,1936,NEW REMAINDERMAN 435 HUDSON LLC,,40.7306249,-74.0071765,5,102,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/602/68,True,DEED,Deed,2019-04-16T00:00:00.000,10.00,2019000155936,CRFN: 2019000155936,2019041801282008,CR,435 HUDSON STREET
1006020036.00000000,611 WASHINGTON STREET,108764,1925,MORTON WEST LLC,,40.7309322,-74.0084863,5,102,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/602/36,True,MTGE,Mortgage,,6300000,,Document ID: FT_1970000191697,FT_1970000191697,PA,611 WASHINGTON STREET
1006030028.00000000,617 WASHINGTON STREET,154328,1911,95 MORTON GORP PROPERTY LLC,,40.7314866,-74.0085585,5,102,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/603/28,True,MTGE,Mortgage,,1273619.78,,Document ID: FT_1930005106093,FT_1930005106093,PA,617 WASHINGTON STREET
1007100029.00000000,501 10 AVENUE,203400,1930,500 LINCOLN OWNER LLC,,40.7576279,-73.9974950,6,104,3,"Hell's Kitchen, Community Board 4, Council District 3",True,True,True,https://zola.planning.nyc.gov/l/lot/1/710/29,True,MTGE,Mortgage,,4750000,,Document ID: FT_1290008831329,FT_1290008831329,PA,501 10 AVENUE
1010710023.00000000,515 WEST 42 STREET,122050,1962,R.BORN ASSOC.,,40.7602875,-73.9959535,5,104,3,"Hell's Kitchen, Community Board 4, Council District 3",True,True,True,https://zola.planning.nyc.gov/l/lot/1/1071/23,False,,Unknown,,,,,,,515 WEST 42 STREET
1010910001.00000000,571 11 AVENUE,783307,1962,NUBEE CORP,,40.7623077,-73.9987979,6,104,3,"Hell's Kitchen, Community Board 4, Council District 3",True,True,True,https://zola.planning.nyc.gov/l/lot/1/1091/1,False,,Unknown,,,,,,,571 11 AVENUE
1010920007.00000000,633 WEST 44 STREET,211175,1950,"SM I MMS, L.L.C.",,40.7631559,-73.9988918,6,104,3,"Hell's Kitchen, Community Board 4, Council District 3",True,True,True,https://zola.planning.nyc.gov/l/lot/1/1092/7,True,MTGE,Mortgage,,3000000,,Document ID: FT_1950000321395,FT_1950000321395,PA,633 WEST 44 STREET
